ticker,title,cik_str
TRIB,TRINITY BIOTECH PLC,0000888721
TRN,TRINITY INDUSTRIES INC,0000099780
TRT,TRIO-TECH INTERNATIONAL,0000732026
TFC-PO,TRUIST FINANCIAL CORP,0000092230
TFC-PI,TRUIST FINANCIAL CORP,0000092230
TFC,TRUIST FINANCIAL CORP,0000092230
TFC-PR,TRUIST FINANCIAL CORP,0000092230
TRUP,"TRUPANION, INC.",0001371285
TRST,TRUSTCO BANK CORP N Y,0000357301
TRMK,TRUSTMARK CORP,0000036146
TRX,TRX GOLD Corp,0001173643
TEN-PF,TSAKOS ENERGY NAVIGATION LTD,0001166663
TEN-PE,TSAKOS ENERGY NAVIGATION LTD,0001166663
TEN,TSAKOS ENERGY NAVIGATION LTD,0001166663
TSSI,"TSS, Inc.",0001320760
TCRX,"TScan Therapeutics, Inc.",0001783328
TTEC,"TTEC Holdings, Inc.",0001013880
TTMI,TTM TECHNOLOGIES INC,0001116942
TCX,TUCOWS INC /PA/,0000909494
TKC,TURKCELL ILETISIM HIZMETLERI A S,0001071321
TPC,TUTOR PERINI CORP,0000077543
TVCN,TV Channels Network Inc.,0001952670
TWFG,"TWFG, Inc.",0002007596
TWLO,TWILIO INC,0001447669
TWIN,TWIN DISC INC,0000100378
TWO-PB,TWO HARBORS INVESTMENT CORP.,0001465740
TWOD,TWO HARBORS INVESTMENT CORP.,0001465740
TWO,TWO HARBORS INVESTMENT CORP.,0001465740
TWO-PC,TWO HARBORS INVESTMENT CORP.,0001465740
TWO-PA,TWO HARBORS INVESTMENT CORP.,0001465740
TXNM,TXNM ENERGY INC,0001108426
TXO,"TXO Partners, L.P.",0001559432
TYL,TYLER TECHNOLOGIES INC,0000860731
TSN,"TYSON FOODS, INC.",0000100493
TBLA,Taboola.com Ltd.,0001840502
TBLAW,Taboola.com Ltd.,0001840502
TDWD,Tailwind 2.0 Acquisition Corp.,0002076616
TLN,Talen Energy Corp,0001622536
TSKFF,Talisker Resources Ltd.,0001803800
TALKW,"Talkspace, Inc.",0001803901
TALK,"Talkspace, Inc.",0001803901
TMKVY,Tamarack Valley Energy Ltd./ADR,0002073901
TNEYF,Tamarack Valley Energy Ltd./ADR,0002073901
TBN,Tamboran Resources Corp,0001997652
TBNRL,Tamboran Resources Corp,0001997652
TNGX,"Tango Therapeutics, Inc.",0001819133
TNBI,Tanke Biosciences Corp,0001452011
TGMPF,Tantalus Systems Holding Inc.,0002025947
TAOP,Taoping Inc.,0001552670
TRGEF,Targa Exploration Corp.,0001989815
TRGP,Targa Resources Corp.,0001389170
CBDY,Target Group Inc.,0001586554
TH,Target Hospitality Corp.,0001712189
TARS,"Tarsus Pharmaceuticals, Inc.",0001819790
TASK,"TaskUs, Inc.",0001829864
TAVIU,Tavia Acquisition Corp.,0002020385
TAVI,Tavia Acquisition Corp.,0002020385
TAVIR,Tavia Acquisition Corp.,0002020385
TMHC,Taylor Morrison Home Corp,0001562476
TSHA,"Taysha Gene Therapies, Inc.",0001806310
TEAD,Teads Holding Co.,0001454938
TCRI,"TechCom, Inc.",0001481443
TCGL,TechCreate Group Ltd.,0002047190
TTGT,"TechTarget, Inc.",0002018064
THNPY,Technip Energies N.V.,0001792045
THNPF,Technip Energies N.V.,0001792045
FTI,TechnipFMC plc,0001681459
TETEF,Technology & Telecommunication Acquisition Corp,0001900679
TETWF,Technology & Telecommunication Acquisition Corp,0001900679
TETUF,Technology & Telecommunication Acquisition Corp,0001900679
THPTF,"Techpoint, Inc.",0001556898
TGLS,Tecnoglass Inc.,0001534675
TECTP,"Tectonic Financial, Inc.",0001766526
TETOF,Tectonic Metals Inc.,0001783432
TECX,"Tectonic Therapeutic, Inc.",0001681087
TGCB,"Tego Cyber, Inc.",0001815632
TKMO,"Tekumo, Inc.",0001946585
TDOC,"Teladoc Health, Inc.",0001477449
SLDC,"Telco Cuba, Inc.",0001427644
TSAT,Telesat Corp,0001845840
TLX,Telix Pharmaceuticals Ltd,0002007191
TLPPF,Telix Pharmaceuticals Ltd,0002007191
TELO,"Telomir Pharmaceuticals, Inc.",0001971532
TPST,"Tempest Therapeutics, Inc.",0001544227
TEM,"Tempus AI, Inc.",0001717115
TLIH,Ten-League International Holdings Ltd,0001982012
TENB,"Tenable Holdings, Inc.",0001660280
TNYA,"Tenaya Therapeutics, Inc.",0001858848
TCMEF,Tencent Music Entertainment Group,0001744676
TME,Tencent Music Entertainment Group,0001744676
PKKFF,Tenet Fintech Group Inc.,0001558924
TVC,Tennessee Valley Authority,0001376986
TVE,Tennessee Valley Authority,0001376986
TNONW,"Tenon Medical, Inc.",0001560293
TNON,"Tenon Medical, Inc.",0001560293
TX,Ternium S.A.,0001342874
TERN,"Terns Pharmaceuticals, Inc.",0001831363
TSNDF,TerrAscend Corp.,0001778129
TFSA,"Terra Income Fund 6, LLC",0001577134
NKLR,Terra Innovatum Global S.R.L.,0002067627
TPTA,"Terra Property Trust, Inc.",0001674356
TRNO,Terreno Realty Corp,0001476150
TSLA,"Tesla, Inc.",0001318605
SOYB,Teucrium Commodity Trust,0001471824
WEAT,Teucrium Commodity Trust,0001471824
TAGS,Teucrium Commodity Trust,0001471824
CANE,Teucrium Commodity Trust,0001471824
CORN,Teucrium Commodity Trust,0001471824
TVGNW,Tevogen Bio Holdings Inc.,0001860871
TVGN,Tevogen Bio Holdings Inc.,0001860871
TCBS,"Texas Community Bancshares, Inc.",0001849466
TMRC,Texas Mineral Resources Corp.,0001445942
TPL,Texas Pacific Land Corp,0001811074
TXRH,"Texas Roadhouse, Inc.",0001289460
TVACW,Texas Ventures Acquisition III Corp,0002033991
TVA,Texas Ventures Acquisition III Corp,0002033991
TVACU,Texas Ventures Acquisition III Corp,0002033991
THAR,"Tharimmune, Inc.",0001861657
TVAI,Thayer Ventures Acquisition Corp II,0001872228
TVAIU,Thayer Ventures Acquisition Corp II,0001872228
TVAIR,Thayer Ventures Acquisition Corp II,0001872228
NCTY,The9 LTD,0001296774
REAL,"TheRealReal, Inc.",0001573221
TXMD,"TherapeuticsMD, Inc.",0000025743
THTX,Theratechnologies Inc.,0001512717
TBPH,"Theravance Biopharma, Inc.",0001583107
TOVX,"Theriva Biologics, Inc.",0000894158
THR,"Thermon Group Holdings, Inc.",0001489096
TTIPF,"Thiogenesis Therapeutics, Corp.",0001877778
TCBX,"Third Coast Bancshares, Inc.",0001781730
TBLD,Thornburg Income Builder Opportunities Trust,0001820378
TMGX,Thoughtful Media Group Inc.,0001991879
TDUP,ThredUp Inc.,0001484778
THRY,"Thryv Holdings, Inc.",0001556739
AIEV,"Thunder Power Holdings, Inc.",0001912582
THURF,Thunderstruck Resources Ltd.,0001536811
TANAF,Tian'an Technology Group Ltd,0001941189
CIIT,"Tianci International, Inc.",0001557798
DEFI,Tidal Commodities Trust I,0001985840
TLRY,"Tilray Brands, Inc.",0001731348
TMRD,Timber Road Acquisition Corp,0002059729
TINFF,Tincorp Metals Inc.,0001864597
TNYZF,Tiny Ltd.,0001836775
TACHU,Titan Acquisition Corp.,0002009183
TACH,Titan Acquisition Corp.,0002009183
TACHW,Titan Acquisition Corp.,0002009183
TTAM,Titan America SA,0002035304
TESI,Titan Environmental Solutions Inc.,0001514056
TITN,Titan Machinery Inc.,0001409171
TIVC,"Tivic Health Systems, Inc.",0001787740
TLSA,Tiziana Life Sciences Ltd,0001723069
TOST,"Toast, Inc.",0001650164
TFLM,Tofla Megaline Inc.,0001885849
THCLY,"Toho Co., Ltd./ADR",0002064381
TC,Token Cat Ltd,0001743340
TKLF,"Tokyo Lifestyle Co., Ltd.",0001836242
TKMEF,"Tokyo Metro Co., Ltd./ADR",0002044863
TKMTY,"Tokyo Metro Co., Ltd./ADR",0002044863
TOKCF,"Tokyo Ohka Kogyo Co., Ltd./ADR",0002066601
TKCYY,"Tokyo Ohka Kogyo Co., Ltd./ADR",0002066601
TYTMF,Tokyo Tatemono Co Ltd,0001447101
TOL,"Toll Brothers, Inc.",0000794170
TBLLF,Tombill Mines Ltd,0001854257
TNXP,Tonix Pharmaceuticals Holding Corp.,0001430306
WAI,Top KingWin Ltd,0001938865
TWG,Top Wealth Group Holding Ltd,0001978057
SORA,Top Win International Ltd,0002033515
BLD,TopBuild Corp,0001633931
TPZEY,Topaz Energy Corp./ADR,0002073655
TPZEF,Topaz Energy Corp./ADR,0002073655
MODG,Topgolf Callaway Brands Corp.,0000837465
TOPP,Toppoint Holdings Inc.,0001960847
TMTNF,Toromont Industries Ltd./ADR,0002072098
TMTNY,Toromont Industries Ltd./ADR,0002072098
CURV,Torrid Holdings Inc.,0001792781
SWZ,Total Return Securities Fund,0000813623
TTE,TotalEnergies SE,0000879764
TTFNF,TotalEnergies SE,0000879764
TGNT,"Totaligent, Inc.",0000846377
TRML,"Tourmaline Bio, Inc.",0001827506
TRMOY,Tourmaline Oil Corp/ADR,0002071881
TRMLF,Tourmaline Oil Corp/ADR,0002071881
TSQ,"Townsquare Media, Inc.",0001499832
TYHOF,Toyota Tsusho Corporation/ADR,0002018139
TYHOY,Toyota Tsusho Corporation/ADR,0002018139
TRCK,"Track Group, Inc.",0001045942
TTD,"Trade Desk, Inc.",0001671933
TW,Tradeweb Markets Inc.,0001758730
TRWD,Tradewinds Universal,0001916558
COOK,"Traeger, Inc.",0001857853
BLZR,Trailblazer Acquisition Corp.,0002075310
TBMCR,Trailblazer Merger Corp I,0001934945
TBMC,Trailblazer Merger Corp I,0001934945
TT,Trane Technologies plc,0001466258
GRPS,"Trans American Aquaculture, Inc",0001990446
TDG,TransDigm Group INC,0001260221
TMDX,"TransMedics Group, Inc.",0001756262
TRU,TransUnion,0001552033
RNAZ,"Transcode Therapeutics, Inc.",0001829635
TDACW,Translational Development Acquisition Corp.,0001926599
TDACU,Translational Development Acquisition Corp.,0001926599
TDAC,Translational Development Acquisition Corp.,0001926599
RIG,Transocean Ltd.,0001451505
TLSS,"Transportation & Logistics Systems, Inc.",0001463208
TNL,Travel & Leisure Co.,0001361658
TVTX,"Travere Therapeutics, Inc.",0001438533
TRAW,"Traws Pharma, Inc.",0001130598
THS,"TreeHouse Foods, Inc.",0001320695
TRVI,"Trevi Therapeutics, Inc.",0001563880
TPH,"Tri Pointe Homes, Inc.",0001561680
TYFG,"Tri-County Financial Group, Inc.",0001725262
TRLC,TriLinc Global Impact Fund LLC,0001550453
TLSI,"TriSalus Life Sciences, Inc.",0001826667
TLSIW,"TriSalus Life Sciences, Inc.",0001826667
TYBB,TriUnity Business Services Ltd,0002025878
TDTH,Trident Digital Tech Holdings Ltd,0001983550
ILLR,Triller Group Inc.,0001769624
ILLRW,Triller Group Inc.,0001769624
TRLEF,Trillion Energy International Inc.,0001648636
TMQ,Trilogy Metals Inc.,0001543418
TRINZ,Trinity Capital Inc.,0001786108
TRINI,Trinity Capital Inc.,0001786108
TRIN,Trinity Capital Inc.,0001786108
TPHS,Trinity Place Holdings Inc.,0000724742
TSE,Trinseo PLC,0001519061
TPET,Trio Petroleum Corp.,0001898766
TCOM,Trip.com Group Ltd,0001269238
TRPCF,Trip.com Group Ltd,0001269238
TRIP,"TripAdvisor, Inc.",0001526520
TFPM,Triple Flag Precious Metals Corp.,0001829726
TPVG,TriplePoint Venture Growth BDC Corp.,0001580345
TRTN-PA,Triton International Ltd,0001660734
TRTN-PD,Triton International Ltd,0001660734
TRTN-PE,Triton International Ltd,0001660734
TRTN-PC,Triton International Ltd,0001660734
TRTN-PF,Triton International Ltd,0001660734
TRTN-PB,Triton International Ltd,0001660734
TFIN,"Triumph Financial, Inc.",0001539638
TFINP,"Triumph Financial, Inc.",0001539638
TIGCF,Triumph Gold Corp.,0001387473
TRON,Tron Inc.,0001956744
TROX,Tronox Holdings plc,0001530804
TROO,"Troops, Inc. /Cayman Islands/",0001412095
TBRG,"TruBridge, Inc.",0001169445
TRUG,"TruGolf Holdings, Inc.",0001857086
TBI,"TrueBlue, Inc.",0000768899
TRUE,"TrueCar, Inc.",0001327318
TCNNF,Trulieve Cannabis Corp.,0001754195
DJT,Trump Media & Technology Group Corp.,0001849635
DJTWW,Trump Media & Technology Group Corp.,0001849635
THH,TryHard Holdings Ltd,0002044241
HURA,"TuHURA Biosciences, Inc./NV",0001498382
TSPH,TuSimple Holdings Inc.,0001823593
TDRRF,Tudor Gold Corp.,0001921050
TRSG,Tungray Technologies Inc,0001943444
TOUR,Tuniu Corp,0001597095
TURB,"Turbo Energy, S.A.",0001963439
TOGI,"TurnOnGreen, Inc.",0001349706
TOGIW,"TurnOnGreen, Inc.",0001349706
TPB,"Turning Point Brands, Inc.",0001290677
TSBX,Turnstone Biologics Corp.,0001764974
TBCH,Turtle Beach Corp,0001493761
TUYA,Tuya Inc.,0001829118
TVRD,"Tvardi Therapeutics, Inc.",0001346830
TWLV,Twelve Seas Investment Co III/Cayman,0002052243
TWNP,Twin Hospitality Group Inc.,0002011954
VEEE,"Twin Vee PowerCats, Co.",0001855509
TWST,Twist Bioscience Corp,0001581280
TWOH,Two Hands Corp,0001494413
TYRA,"Tyra Biosciences, Inc.",0001863127
UCAR,U Power Ltd,0001939780
GROW,U S GLOBAL INVESTORS INC,0000754811
USPH,U S PHYSICAL THERAPY INC /NV,0000885978
UBXG,U-BX Technology Ltd.,0001888525
UHAL-B,U-Haul Holding Co /NV/,0000004457
UHAL,U-Haul Holding Co /NV/,0000004457
USAU,U.S. GOLD CORP.,0000027093
USGOW,U.S. GoldMining Inc.,0001947244
USGO,U.S. GoldMining Inc.,0001947244
QULL,UBS AG,0001114446
MLPB,UBS AG,0001114446
MLPR,UBS AG,0001114446
BDCX,UBS AG,0001114446
BDCZ,UBS AG,0001114446
HDLB,UBS AG,0001114446
IFED,UBS AG,0001114446
CEFD,UBS AG,0001114446
IWDL,UBS AG,0001114446
SCDL,UBS AG,0001114446
CEFZ,UBS AG,0001114446
UCIB,UBS AG,0001114446
USML,UBS AG,0001114446
SMHB,UBS AG,0001114446
MTUL,UBS AG,0001114446
IWML,UBS AG,0001114446
MVRL,UBS AG,0001114446
PFFL,UBS AG,0001114446
IWFL,UBS AG,0001114446
AMUB,UBS AG,0001114446
UBS,UBS Group AG,0001610520
UCASU,UC Asset LP,0001723517
UDR,"UDR, Inc.",0000074208
UFPI,UFP INDUSTRIES INC,0000912767
UFPT,UFP TECHNOLOGIES INC,0000914156
UGI,UGI CORP /PA/,0000884614
ULS,UL Solutions Inc.,0001901440
ULBI,ULTRALIFE CORP,0000875657
UGP,ULTRAPAR HOLDINGS INC,0001094972
UMBF,UMB FINANCIAL CORP,0000101382
UMBFO,UMB FINANCIAL CORP,0000101382
UMH,"UMH PROPERTIES, INC.",0000752642
UMH-PD,"UMH PROPERTIES, INC.",0000752642
UMEWF,UMeWorld Ltd,0001114936
UFI,UNIFI INC,0000100726
UNF,UNIFIRST CORP,0000717954
UNLYF,UNILEVER PLC,0000217410
UL,UNILEVER PLC,0000217410
UNB,UNION BANKSHARES INC,0000706863
UEPEO,UNION ELECTRIC CO,0000100826
UEPEP,UNION ELECTRIC CO,0000100826
UEPCP,UNION ELECTRIC CO,0000100826
UEPCN,UNION ELECTRIC CO,0000100826
UEPEM,UNION ELECTRIC CO,0000100826
UELMO,UNION ELECTRIC CO,0000100826
UEPCO,UNION ELECTRIC CO,0000100826
UEPEN,UNION ELECTRIC CO,0000100826
UNP,UNION PACIFIC CORP,0000100885
UIS,UNISYS CORP,0000746838
UNTCW,UNIT CORP,0000798949
UNTC,UNIT CORP,0000798949
UBCP,UNITED BANCORP INC /OH/,0000731653
UBOH,UNITED BANCSHARES INC/OH,0001087456
UBSI,UNITED BANKSHARES INC/WV,0000729986
CCU,UNITED BREWERIES CO INC,0000888746
UCB,UNITED COMMUNITY BANKS INC,0000857855
UCB-PI,UNITED COMMUNITY BANKS INC,0000857855
UFCS,UNITED FIRE GROUP INC,0000101199
UG,UNITED GUARDIAN INC,0000101295
UMC,UNITED MICROELECTRONICS CORP,0001033767
UNFI,UNITED NATURAL FOODS INC,0001020859
UPS,UNITED PARCEL SERVICE INC,0001090727
URI,"UNITED RENTALS, INC.",0001067701
UBFO,UNITED SECURITY BANCSHARES,0001137547
UAMY,UNITED STATES ANTIMONY CORP,0000101538
USLM,UNITED STATES LIME & MINERALS INC,0000082020
UTHR,UNITED THERAPEUTICS Corp,0001082554
UNH,UNITEDHEALTH GROUP INC,0000731766
UTL,UNITIL CORP,0000755001
UNTY,UNITY BANCORP INC /NJ/,0000920427
UVV,UNIVERSAL CORP /VA/,0000102037
OLED,UNIVERSAL DISPLAY CORP \PA\,0001005284
UEIC,UNIVERSAL ELECTRONICS INC,0000101984
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,0000798783
UHS,UNIVERSAL HEALTH SERVICES INC,0000352915
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",0000891166
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",0001308208
UUU,"UNIVERSAL SAFETY PRODUCTS, INC.",0000102109
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,0001261654
UNIB,UNIVERSITY BANCORP INC /DE/,0000811211
UVSP,UNIVEST FINANCIAL Corp,0000102212
TIGR,UP Fintech Holding Ltd,0001756699
UPYY,UPAY,0001677897
UPBD,"UPBOUND GROUP, INC.",0000933036
UPXI,"UPEXI, INC.",0001775194
UPWK,"UPWORK, INC",0001627475
URG,UR-ENERGY INC,0001375205
UEC,URANIUM ENERGY CORP,0001334933
UONE,"URBAN ONE, INC.",0001041657
UONEK,"URBAN ONE, INC.",0001041657
URBN,URBAN OUTFITTERS INC,0000912615
URZEF,URZ3 ENERGY CORP.,0001398713
USB-PP,US BANCORP \DE\,0000036104
USB-PS,US BANCORP \DE\,0000036104
USB-PH,US BANCORP \DE\,0000036104
USB-PR,US BANCORP \DE\,0000036104
USB-PQ,US BANCORP \DE\,0000036104
USB,US BANCORP \DE\,0000036104
USB-PA,US BANCORP \DE\,0000036104
USEG,US ENERGY CORP,0000101594
USFD,US Foods Holding Corp.,0001665918
UCLE,US NUCLEAR CORP.,0001543623
USAC,"USA Compression Partners, LP",0001522727
USAR,"USA Rare Earth, Inc.",0001970622
USARW,"USA Rare Earth, Inc.",0001970622
USNA,USANA HEALTH SCIENCES INC,0000896264
USCB,"USCB FINANCIAL HOLDINGS, INC.",0001901637
USDP,USD Partners LP,0001610682
USPCY,USPACE Technology Group Limited/ADR,0001939479
UTMD,UTAH MEDICAL PRODUCTS INC,0000706698
UTGN,UTG INC,0000832480
UTSI,UTSTARCOM HOLDINGS CORP.,0001030471
WTO,UTime Ltd,0001789299
UWHR,UWHARRIE CAPITAL CORP,0000898171
UWMC-WT,UWM Holdings Corp,0001783398
UWMC,UWM Holdings Corp,0001783398
UYSCU,UY Scuti Acquisition Corp.,0002036973
UYSCR,UY Scuti Acquisition Corp.,0002036973
UYSC,UY Scuti Acquisition Corp.,0002036973
UBER,"Uber Technologies, Inc",0001543151
UI,Ubiquiti Inc.,0001511737
UK,Ucommune International Ltd,0001821424
UKOMW,Ucommune International Ltd,0001821424
UURAF,Ucore Rare Metals Inc.,0001495651
UDMY,"Udemy, Inc.",0001607939
PATH,"UiPath, Inc.",0001734722
UIGC,Uinta Infrastructure Group Corp.,0002044112
ULTA,"Ulta Beauty, Inc.",0001403568
UHGI,"Ultimate Holdings Group, Inc.",0001888846
UCTT,"Ultra Clean Holdings, Inc.",0001275014
UHP,Ultra High Point Holdings Ltd,0002034767
RARE,Ultragenyx Pharmaceutical Inc.,0001515673
UCIX,"Umbra Companies, Inc.",0001358099
USIC,Uncle's Ice Cream,0001940366
UA,"Under Armour, Inc.",0001336917
UAA,"Under Armour, Inc.",0001336917
UFG,Uni-Fuels Holdings Ltd,0002021688
UNCY,"Unicycive Therapeutics, Inc.",0001766140
UAL,"United Airlines Holdings, Inc.",0000100517
UNXP,United Express Inc.,0001751707
UEEC,"United Health Products, Inc.",0001096938
UHG,"United Homes Group, Inc.",0001830188
UHGWW,"United Homes Group, Inc.",0001830188
USEA,United Maritime Corp,0001912847
PRKS,United Parks & Resorts Inc.,0001564902
UNL,"United States 12 Month Natural Gas Fund, LP",0001405513
USL,"United States 12 Month Oil Fund, LP",0001405528
BNO,"United States Brent Oil Fund, LP",0001472494
USCI,United States Commodity Index Funds Trust,0001479247
CPER,United States Commodity Index Funds Trust,0001479247
UGA,"United States Gasoline Fund, LP",0001396878
UNG,"United States Natural Gas Fund, LP",0001376227
USO,"United States Oil Fund, LP",0001327068
UUGWF,United Utilities Group plc,0001440130
UUGRY,United Utilities Group plc,0001440130
UNIT,Uniti Group Inc.,0002020795
UNBX,"Unity Biotechnology, Inc.",0001463361
U,Unity Software Inc.,0001810806
UPC,Universe Pharmaceuticals INC,0001809616
UNMA,Unum Group,0000005513
UNM,Unum Group,0000005513
UMAC,"Unusual Machines, Inc.",0001956955
UPLD,"Upland Software, Inc.",0001505155
UPST,"Upstart Holdings, Inc.",0001647639
UPB,"Upstream Bio, Inc.",0002022626
UPX,Uptrend Holdings Ltd,0002046370
UROY,Uranium Royalty Corp.,0001711570
UECXF,Urano Energy Corp.,0001834607
UE,Urban Edge Properties,0001611547
ULY,Urgent.ly Inc.,0001603652
URGN,UroGen Pharma Ltd.,0001668243
USIO,"Usio, Inc.",0001088034
UTZ,"Utz Brands, Inc.",0001739566
UXIN,Uxin Ltd,0001729173
VFC,V F CORP,0000103379
VVX,"V2X, Inc.",0001601548
EGY,VAALCO ENERGY INC /DE/,0000894627
VCNX,"VACCINEX, INC.",0001205922
MTN,VAIL RESORTS INC,0000812011
VLO,VALERO ENERGY CORP/TX,0001035002
VHI,VALHI INC /DE/,0000059255
VLY,VALLEY NATIONAL BANCORP,0000714310
VLYPP,VALLEY NATIONAL BANCORP,0000714310
VLYPN,VALLEY NATIONAL BANCORP,0000714310
VLYPO,VALLEY NATIONAL BANCORP,0000714310
VMI,VALMONT INDUSTRIES INC,0000102729
VALU,VALUE LINE INC,0000717720
VVV,VALVOLINE INC,0001674910
VNJA,VANJIA CORP,0001532383
VRNS,VARONIS SYSTEMS INC,0001361113
VASO,VASO Corp,0000839087
VTTGF,VAT Group AG/ADR,0001729514
VCIG,VCI Global Ltd,0001930510
VEEA,VEEA INC.,0001840317
VEEAW,VEEA INC.,0001840317
VECO,VEECO INSTRUMENTS INC,0000103145
VEEV,VEEVA SYSTEMS INC,0001393052
VEON,VEON Ltd.,0001468091
VCYT,"VERACYTE, INC.",0001384101
APHD,"VERDE BIO HOLDINGS, INC.",0001490054
VRDR,"VERDE RESOURCES, INC.",0001506929
VRNT,VERINT SYSTEMS INC,0001166388
VRSN,VERISIGN INC/CA,0001014473
VZ,VERIZON COMMUNICATIONS INC,0000732712
VET,VERMILION ENERGY INC.,0001293135
VRRM,VERRA MOBILITY Corp,0001682745
VRTX,VERTEX PHARMACEUTICALS INC / MA,0000875320
VERU,VERU INC.,0000863894
VEXTF,"VEXT SCIENCE, INC.",0001778028
VSAT,VIASAT INC,0000797721
VIAV,VIAVI SOLUTIONS INC.,0000912093
VICI,VICI PROPERTIES INC.,0001705696
VICR,VICOR CORP,0000751978
VMD,"VIEMED HEALTHCARE, INC.",0001729149
VLGEA,VILLAGE SUPER MARKET INC,0000103595
VNCE,VINCE HOLDING CORP.,0001579157
VIPZ,"VIP Play, Inc.",0001832161
VPER,VIPER NETWORKS INC,0001133192
VQSSF,VIQ Solutions Inc.,0001777765
VIRC,VIRCO MFG CORPORATION,0000751365
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",0000883237
V,VISA INC.,0001403161
VSH,VISHAY INTERTECHNOLOGY INC,0000103730
VIZNF,VISIONARY METALS CORP.,0001704476
VISM,"VISIUM TECHNOLOGIES, INC.",0001082733
VGZ,VISTA GOLD CORP,0000783324
VTEK,VISTEK LTD,0002013100
VC,VISTEON CORP,0001111335
VIVC,VIVIC CORP.,0001703073
RDGL,VIVOS INC,0001449349
VNET,"VNET Group, Inc.",0001508475
VNUE,"VNUE, Inc.",0001376804
VOC,VOC Energy Trust,0001505413
VOD,VODAFONE GROUP PUBLIC LTD CO,0000839923
VODPF,VODAFONE GROUP PUBLIC LTD CO,0000839923
VNRX,VOLITIONRX LTD,0000093314
VNO,VORNADO REALTY TRUST,0000899689
VNO-PL,VORNADO REALTY TRUST,0000899689
VNORP,VORNADO REALTY TRUST,0000899689
VNO-PM,VORNADO REALTY TRUST,0000899689
VNO-PN,VORNADO REALTY TRUST,0000899689
VNO-PO,VORNADO REALTY TRUST,0000899689
VOXR,VOX ROYALTY CORP.,0001907909
VXTRF,VOXTUR ANALYTICS CORP.,0001847368
XSIAX,VOYA CREDIT INCOME FUND,0001124959
VPRB,"VPR Brands, LP.",0001376231
VRRCF,VR Resources Ltd.,0001717695
VSME,VS MEDIA Holdings Ltd,0001951294
SVIX,VS Trust,0001793497
UVIX,VS Trust,0001793497
VSBGF,VSBLTY GROUPE TECHNOLOGIES CORP.,0001757207
VSEC,VSE CORP,0000102752
VSEE,"VSEE HEALTH, INC.",0001864531
VSEEW,"VSEE HEALTH, INC.",0001864531
VTEX,VTEX,0001793663
VWFB,"VWF Bancorp, Inc.",0001913838
VYCO,VYCOR MEDICAL INC,0001424768
VYNE,VYNE Therapeutics Inc.,0001566044
VAL,Valaris Ltd,0000314808
VAL-WT,Valaris Ltd,0000314808
VALE,Vale S.A.,0000917851
VLN,Valens Semiconductor Ltd.,0001863006
VLN-WT,Valens Semiconductor Ltd.,0001863006
VALN,Valneva SE,0001836564
VMCAF,Valuence Merger Corp. I,0001892747
VMCUF,Valuence Merger Corp. I,0001892747
VMCWF,Valuence Merger Corp. I,0001892747
HODL,VanEck Bitcoin ETF,0001838028
ETHV,VanEck Ethereum ETF,0001860788
OUNZ,VanEck Merk Gold ETF,0001546652
VNDA,Vanda Pharmaceuticals Inc.,0001347178
VGES,Vanguard Green Investment Ltd,0001746119
VNTG,Vantage Corp (Singapore),0002027160
VREX,Varex Imaging Corp,0001681622
NICHX,Variant Alternative Income Fund,0001736510
VSTTF,Vast Renewables Ltd,0001964630
VSTWF,Vast Renewables Ltd,0001964630
VSTA,Vasta Platform Ltd,0001792829
VXRT,"Vaxart, Inc.",0000072444
PCVX,"Vaxcyte, Inc.",0001649094
VLDX,"Velo3D, Inc.",0001825079
VLDXW,"Velo3D, Inc.",0001825079
VLDXD,"Velo3D, Inc.",0001825079
VEL,"Velocity Financial, Inc.",0001692376
VMNT,"Vemanti Group, Inc.",0001605057
VNMEU,Vendome Acquisition Corp I,0002055879
VNME,Vendome Acquisition Corp I,0002055879
VTR,"Ventas, Inc.",0000740260
VG,"Venture Global, Inc.",0002007855
VTYX,"Ventyx Biosciences, Inc.",0001851194
VENU,Venu Holding Corp,0001770501
VERO,Venus Concept Inc.,0001409269
VRA,"Vera Bradley, Inc.",0001495320
VERA,"Vera Therapeutics, Inc.",0001831828
VLTO,Veralto Corp,0001967680
VRNOF,Verano Holdings Corp.,0001848416
VSTM,"Verastem, Inc.",0001526119
VRXA,Veraxa Biotech Holding AG,0002079109
VERB,"Verb Technology Company, Inc.",0001566610
VGASW,"Verde Clean Fuels, Inc.",0001841425
VGAS,"Verde Clean Fuels, Inc.",0001841425
VCEL,Vericel Corp,0000887359
VRME,"VerifyMe, Inc.",0001104038
VRE,"Veris Residential, Inc.",0000924901
VRSK,"Verisk Analytics, Inc.",0001442145
VBTX,"Veritex Holdings, Inc.",0001501570
VERI,"Veritone, Inc.",0001615165
VRNA,Verona Pharma plc,0001657312
VRCA,Verrica Pharmaceuticals Inc.,0001660334
VBNK,VersaBank,0001690639
VRSSF,Verses AI Inc.,0001879001
VS,Versus Systems Inc.,0001701963
VSSYW,Versus Systems Inc.,0001701963
VERX,"Vertex, Inc.",0001806837
EVTL,Vertical Aerospace Ltd.,0001867102
